	clustering_label_bert	is_movie	title
3554	812	1	Legend of Boggy Creek, The (1972)
3555	65	1	Z (1969)
3556	558	1	Halloween: Resurrection (Halloween 8) (2002)
3557	852	1	Sex and Lucia (Lucía y el sexo) (2001)
3558	591	1	Eight Legged Freaks (2002)
3559	535	1	K-19: The Widowmaker (2002)
3560	968	1	Austin Powers in Goldmember (2002)
3561	583	1	Country Bears, The (2002)
3562	682	1	Happy Times (Xingfu shiguang) (2000)
3563	817	1	Tadpole (2002)
3564	408	1	Who Is Cletis Tout? (2001)
3565	957	1	Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)
3566	743	1	The Big Bus (1976)
3567	208	1	Modesty Blaise (1966)
3568	261	1	Red Beard (Akahige) (1965)
3569	435	1	Robin and Marian (1976)
3570	33	1	Top Secret! (1984)
3571	309	1	Master of Disguise, The (2002)
3572	891	1	Signs (2002)
3573	268	1	Last Kiss, The (Ultimo bacio, L') (2001)
3574	140	1	Spy Kids 2: The Island of Lost Dreams (2002)
3575	519	1	Good Girl, The (2002)
3576	154	1	Blood Work (2002)
3577	300	1	xXx (2002)
3578	191	1	24 Hour Party People (2002)
3579	829	1	Château, The (2001)
3580	916	1	Pandora's Box (2002)
3581	565	1	Songs From the Second Floor (Sånger från andra våningen) (2000)
3582	80	1	Read My Lips (Sur mes lèvres) (2001)
3583	412	1	Principal, The (1987)
3584	171	1	Rollerball (1975)
3585	757	1	Adventures of Pluto Nash, The (2002)
3586	545	1	Blue Crush (2002)
3587	242	1	Isle, The (Seom) (2000)
3588	199	1	Possession (2002)
3589	688	1	One Hour Photo (2002)
3590	231	1	Serving Sara (2002)
3591	399	1	Simone (S1m0ne) (2002)
3592	560	1	Undisputed (2002)
3593	267	1	Amy's O (a.k.a. Amy's Orgasm) (2001)
3594	195	1	Children On Their Birthdays (2002)
3595	28	1	Satin Rouge (2002)
3596	583	1	Care Bears Movie, The (1985)
3597	583	1	Care Bears Movie II: A New Generation (1986)
3598	2	1	Hot Shots! (1991)
3599	818	1	Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)
3600	703	1	Swarm, The (1978)
3601	513	1	Time After Time (1979)
3602	9	1	976-EVIL (1989)
3603	996	1	Flaming Star (1960)
3604	828	1	Return of the Vampire, The (1944)
3605	314	1	Revenge of Frankenstein, The (1958)
3606	828	1	Wolfen (1981)
3607	51	1	FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)
3608	115	1	Slap Her... She's French (a.k.a. She Gets What She Wants) (2002)
3609	336	1	Mad Love (Juana la Loca) (2001)
3610	512	1	True Colors (1991)
3611	485	1	Snipes (2001)
3612	466	1	City by the Sea (2002)
3613	214	1	Swimfan (2002)
3614	652	1	Incubus, The (1981)
3615	535	1	Johnny Dangerously (1984)
3616	829	1	Last House on the Left, The (1972)
3617	12	1	Thesis (Tesis) (1996)
3618	283	1	Stealing Harvard (2002)
3619	1	1	Transporter, The (2002)
3620	990	1	Igby Goes Down (2002)
3621	9	1	Aspen Extreme (1993)
3622	377	1	Ernest Goes to Jail (1990)
3623	405	1	Gypsy Moths, The (1969)
3624	623	1	Hills Have Eyes, The (1977)
3625	717	1	Monster in the Closet (1986)
3626	52	1	No Way to Treat a Lady (1968)
3627	664	1	Shock Waves (1977)
3628	417	1	Surf Ninjas (1993)
3629	14	1	Wanderers, The (1979)
3630	646	1	Yearling, The (1946)
3631	290	1	Ladykillers, The (1955)
3632	290	1	Lavender Hill Mob, The (1951)
3633	883	1	Man in the White Suit, The (1951)
3634	582	1	Son of the Bride (Hijo de la novia, El) (2001)
3635	479	1	Das Experiment (Experiment, The) (2001)
3636	173	1	Ballistic: Ecks vs. Sever (2002)
3637	302	1	Banger Sisters, The (2002)
3638	312	1	Four Feathers, The (2002)
3639	52	1	Trapped (2002)
3640	188	1	8 Women (2002)
3641	427	1	Invincible (2001)
3642	361	1	Secretary (2002)
3643	658	1	Spirited Away (Sen to Chihiro no kamikakushi) (2001)
3644	776	1	Sweet Home Alabama (2002)
3645	5	1	Tuxedo, The (2002)
3646	299	1	Crazy as Hell (2002)
3647	35	1	Skins (2002)
3648	472	1	Wasabi (2001)
3649	786	1	Red Dragon (2002)
3650	259	1	Between Strangers (2002)
3651	797	1	Bloody Sunday (2002)
3652	342	1	Heaven (2002)
3653	305	1	Pipe Dream (2002)
3654	686	1	Man from Elysian Fields, The (2001)
3655	728	1	Welcome to Collinwood (2002)
3656	84	1	Flirting (1991)
3657	751	1	Godzilla vs. Mothra (Mosura tai Gojira) (1964)
3658	116	1	Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)
3659	751	1	Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)
3660	853	1	Moderns, The (1988)
3661	64	1	Onion Field, The (1979)
3662	286	1	Powaqqatsi (1988)
3663	519	1	Pride of the Yankees, The (1942)
3664	28	1	Valmont (1989)
3665	78	1	Strange Brew (1983)
3666	102	1	Django (1966)
3667	218	1	Fan, The (1981)
3668	612	1	Rocking Horse Winner, The (1950)
3669	51	1	Below (2002)
3670	882	1	Brown Sugar (2002)
3671	147	1	Knockaround Guys (2002)
3672	926	1	Rules of Attraction, The (2002)
3673	668	1	Tuck Everlasting (2002)
3674	115	1	White Oleander (2002)
3675	841	1	Bowling for Columbine (2002)
3676	948	1	Comedian (2002)
3677	700	1	On Guard (Bossu, Le) (1997)
3678	657	1	Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
3679	785	1	Punch-Drunk Love (2002)
3680	589	1	Swept Away (2002)
3681	238	1	Abandon (2002)
3682	341	1	Formula 51 (2001)
3683	609	1	Ring, The (2002)
3684	555	1	Auto Focus (2002)
3685	330	1	Fidel (2001)
3686	544	1	Grey Zone, The (2001)
3687	656	1	Naqoyqatsi (2002)
3688	140	1	Real Women Have Curves (2002)
3689	70	1	Russian Ark (Russkiy Kovcheg) (2002)
3690	79	1	Take Care of My Cat (Goyangileul butaghae) (2001)
3691	90	1	Tully (2000)
3692	418	1	Grave of the Fireflies (Hotaru no haka) (1988)
3693	777	1	Jason Goes to Hell: The Final Friday (1993)
3694	617	1	Mechanic, The (1972)
3695	737	1	Saturday Night Fever (1977)
3696	414	1	Staying Alive (1983)
3697	742	1	To the Devil a Daughter (1976)
3698	750	1	Urban Cowboy (1980)
3699	51	1	Terror Train (1980)
3700	319	1	Times Square (1980)
3701	831	1	Tom Horn (1980)
3702	554	1	The Pumaman (1980)
3703	728	1	Up the Academy (1980)
3704	492	1	Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980)
3705	410	1	Xanadu (1980)
3706	67	1	Absence of Malice (1981)
3707	157	1	Marianne & Juliane (Die Bleierne Zeit) (1981)
3708	416	1	Blow Out (1981)
3709	516	1	The Boogens (1981)
3710	788	1	Buddy Buddy (1981)
3711	777	1	Burning, The (1981)
3712	508	1	Make Them Die Slowly (Cannibal Ferox) (1981)
3713	588	1	Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)
3714	833	1	Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)
3715	768	1	Dead & Buried (1981)
3716	133	1	Death Hunt (1981)
3717	214	1	Endless Love (1981)
3718	540	1	Enter the Ninja (a.k.a. Ninja I) (1981)
3719	395	1	Entity, The (1981)
3720	821	1	Eye of the Needle (1981)
3721	930	1	Eyewitness (Janitor, The) (1981)
3722	648	1	Faces of Death (1978)
3723	51	1	Faces of Death 4 (1990)
3724	876	1	Four Friends (a.k.a. Georgia's Friends) (1981)
3725	308	1	Gallipoli (1981)
3726	320	1	Ghost Story (1981)
3727	432	1	Going Ape! (1981)
3728	740	1	Goodbye Pork Pie (1981)
3729	461	1	Gregory's Girl (1981)
3730	127	1	Heartbeeps (1981)
3731	648	1	Horror Planet (a.k.a. Inseminoid) (1981)
3732	243	1	Madman (1981)
3733	694	1	Modern Problems (1981)
3734	100	1	Ms. 45 (a.k.a. Angel of Vengeance) (1981)
3735	272	1	My Bloody Valentine (1981)
3736	305	1	My Dinner with André (1981)
3737	432	1	Neighbors (1981)
3738	319	1	Night the Lights Went Out in Georgia, The (1981)
3739	350	1	Pennies from Heaven (1981)
3740	294	1	Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982)
3741	408	1	Piranha II: The Spawning (1981)
3742	361	1	Private Lessons (1981)
3743	149	1	Derrida (2002)
3744	748	1	Ghost Ship (2002)
3745	9	1	Jackass: The Movie (2002)
3746	719	1	Paid in Full (2002)
3747	512	1	All or Nothing (2002)
3748	607	1	All the Queen's Men (2001)
3749	497	1	Food of Love (Manjar de Amor) (2002)
3750	736	1	Frida (2002)
3751	674	1	Roger Dodger (2002)
3752	678	1	Time Changer (2002)
3753	423	1	Good Work (Beau travail) (1999)
3754	982	1	Big Knife, The (1955)
3755	3	1	Casino Royale (1967)
3756	95	1	Company of Wolves, The (1984)
3757	171	1	Escanaba in da Moonlight (2001)
3758	267	1	Exodus (1960)
3759	26	1	Russians Are Coming, the Russians Are Coming, The (1966)
3760	46	1	World of Henry Orient, The (1964)
3761	377	1	I Spy (2002)
3762	692	1	Santa Clause 2, The (2002)
3763	762	1	Love In the Time of Money (2002)
3764	813	1	Weight of Water, The (2000)
3765	447	1	Femme Fatale (2002)
3766	484	1	8 Mile (2002)
3767	578	1	Far from Heaven (2002)
3768	724	1	God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)
3769	35	1	Rising Place, The (2002)
3770	50	1	Half Past Dead (2002)
3771	591	1	Harry Potter and the Chamber of Secrets (2002)
3772	434	1	Ararat (2002)
3773	484	1	Standing in the Shadows of Motown (2002)
3774	79	1	Way Home, The (Jibeuro) (2002)
3775	718	1	Liberty Stands Still (2002)
3776	49	1	Life and Death of Colonel Blimp, The (1943)
3777	265	1	Rio Grande (1950)
3778	645	1	Men with Brooms (2002)
3779	415	1	Left Behind II: Tribulation Force (2002)
3780	828	1	Dog Soldiers (2002)
3781	919	1	Fingers (1978)
3782	529	1	Houseboat (1958)
3783	872	1	Legion of the Dead (2001)
3784	800	1	My Father's Glory (La gloire de mon père) (1990)
3785	705	1	Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)
3786	115	1	Raggedy Man (1981)
3787	88	1	Ragtime (1981)
3788	18	1	Rollover (1981)
3789	515	1	Scanners (1981)
3790	154	1	Sharky's Machine (1981)
3791	560	1	Shock Treatment (1981)
3792	161	1	Southern Comfort (1981)
3793	77	1	Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981)
3794	358	1	Student Bodies (1981)
3795	12	1	Tarzan, the Ape Man (1981)
3796	429	1	Thief (1981)
3797	996	1	This Is Elvis (1981)
3798	207	1	True Confessions (1981)
3799	898	1	Die Another Day (2002)
3800	2	1	The Emperor's Club (2002)
3801	463	1	Friday After Next (2002)
3802	367	1	Personal Velocity (2002)
3803	43	1	Quiet American, The (2002)
3804	250	1	Talk to Her (Hable con Ella) (2002)
3805	135	1	Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002)
3806	829	1	Extreme Ops (2002)
3807	264	1	Solaris (2002)
3808	622	1	Treasure Planet (2002)
3809	51	1	They (2002)
3810	863	1	Chopper Chicks in Zombietown (1989)
3811	289	1	I Spit on Your Grave (Day of the Woman) (1978)
3812	622	1	Island at the Top of the World, The (1974)
3813	577	1	Making Contact (a.k.a. Joey) (1985)
3814	776	1	New Waterford Girl (1999)
3815	235	1	Sword and the Sorcerer, The (1982)
3816	776	1	Zulu (1964)
3817	971	1	Analyze That (2002)
3818	882	1	Empire (2002)
3819	977	1	Adaptation (2002)
3820	842	1	Equilibrium (2002)
3821	223	1	My Kingdom (2001)
3822	380	1	Medea (1970)
3823	671	1	Visitor Q (Bizita Q) (2001)
3824	61	1	Bolero (Uns et les autres, Les) (1981)
3825	252	1	Vernon, Florida (1981)
3826	414	1	Zoot Suit (1981)
3827	181	1	Alone in the Dark (1982)
3828	267	1	Author! Author! (1982)
3829	249	1	Beast Within, The (1982)
3830	959	1	Best Friends (1982)
3831	29	1	Best Little Whorehouse in Texas, The (1982)
3832	140	1	Border, The (1982)
3833	523	1	Britannia Hospital (1982)
3834	780	1	Cannery Row (1982)
3835	469	1	Class of 1984 (1982)
3836	548	1	Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)
3837	103	1	Danton (1983)
3838	758	1	Deathtrap (1982)
3839	823	1	Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)
3840	422	1	Eating Raoul (1982)
3841	524	1	Drumline (2002)
3842	552	1	Hot Chick, The (2002)
3843	699	1	Maid in Manhattan (2002)
3844	687	1	Star Trek: Nemesis (2002)
3845	348	1	About Schmidt (2002)
3846	746	1	Evelyn (2002)
3847	718	1	Guys, The (2002)
3848	832	1	Intact (Intacto) (2001)
3849	869	1	Jimmy Show, The (2002)
3850	195	1	Morvern Callar (2002)
3851	277	1	Lord of the Rings: The Two Towers, The (2002)
3852	14	1	25th Hour (2002)
3853	538	1	Antwone Fisher (2002)
3854	629	1	Gangs of New York (2002)
3855	384	1	Two Weeks Notice (2002)
3856	490	1	Narc (2002)
3857	520	1	Bad Influence (1990)
3858	254	1	Body of Evidence (1993)
3859	612	1	Children's Hour, The (1961)
3860	38	1	Kiss Before Dying, A (1956)
3861	84	1	My Girl (1991)
3862	658	1	My Neighbor Totoro (Tonari no Totoro) (1988)
3863	233	1	Thief of Bagdad, The (1940)
3864	170	1	War and Peace (1956)
3865	721	1	Whistle Blower, The (1986)
3866	755	1	Attack of the Crab Monsters (1957)
3867	353	1	Black Christmas (1974)
3868	257	1	Day of the Triffids, The (1962)
3869	32	1	Invaders from Mars (1953)
3870	340	1	Story of O, The (Histoire d'O) (1975)
3871	400	1	Asoka (Ashoka the Great) (2001)
3872	86	1	Fat City (1972)
3873	118	1	Love, Honour and Obey (2000)
3874	881	1	Quicksilver (1986)
3875	185	1	Catch Me If You Can (2002)
3876	268	1	Pinocchio (2002)
3877	119	1	Chicago (2002)
3878	57	1	Hours, The (2002)
3879	427	1	Max (2002)
3880	306	1	Nicholas Nickleby (2002)
3881	383	1	Pianist, The (2002)
3882	422	1	Doppelganger (1993)
3883	471	1	House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)
3884	919	1	King of Comedy, The (1983)
3885	237	1	Love Liza (2002)
3886	82	1	Confessions of a Dangerous Mind (2002)
3887	221	1	Blue Collar Comedy Tour: The Movie (2003)
3888	959	1	Just Married (2003)
3889	123	1	Son, The (Le fils) (2002)
3890	671	1	City of Lost Souls, The (Hyôryuu-gai) (2000)
3891	377	1	Double Whammy (2001)
3892	143	1	Guy Thing, A (2003)
3893	75	1	National Security (2003)
3894	163	1	Big Shot's Funeral (Da Wan) (2001)
3895	719	1	City of God (Cidade de Deus) (2002)
3896	231	1	Divine Intervention (Yadon ilaheyya) (2002)
3897	246	1	Above Suspicion (1995)
3898	313	1	Alice Adams (1935)
3899	213	1	American Friend, The (Amerikanische Freund, Der) (1977)
3900	140	1	American Me (1992)
3901	188	1	Band of Outsiders (Bande à part) (1964)
3902	484	1	CB4 - The Movie (1993)
3903	217	1	Imitation of Life (1959)
3904	800	1	Little Romance, A (1979)
3905	573	1	Pépé le Moko (1937)
3906	809	1	Summer Lovers (1982)
3907	445	1	Woman in Red, The (1984)
3908	568	1	Darkness Falls (2003)
3909	6	1	Amen. (2002)
3910	267	1	Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)
3911	373	1	Bullet (1996)
3912	816	1	Dead Reckoning (1947)
3913	66	1	Harder They Come, The (1973)
3914	16	1	Horse in the Gray Flannel Suit, The (1968)
3915	484	1	Krush Groove (1985)
3916	280	1	Chaos (2001)
3917	881	1	Biker Boyz (2003)
3918	872	1	Final Destination 2 (2003)
3919	592	1	Recruit, The (2003)
3920	520	1	Guru, The (2002)
3921	160	1	Lost in La Mancha (2002)
3922	343	1	May (2002)
3923	630	1	Murder by Decree (1979)
3924	797	1	Ordinary Decent Criminal (2000)
3925	316	1	Pursued (1947)
3926	666	1	Tokyo Decadence (Topâzu) (1992)
3927	374	1	Unfaithful Wife, The (Femme infidèle, La) (1969)
3928	391	1	Endangered Species (1982)
3929	774	1	Evil Under the Sun (1982)
3930	704	1	Forced Vengeance (1982)
3931	224	1	Grey Fox, The (1982)
3932	377	1	I, the Jury (1982)
3933	526	1	If You Could See What I Hear (1982)
3934	159	1	Kiss Me Goodbye (1982)
3935	587	1	Last Unicorn, The (1982)
3936	890	1	Making Love (1982)
3937	70	1	Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)
3938	256	1	Megaforce (1982)
3939	912	1	Midsummer Night's Sex Comedy, A (1982)
3940	49	1	Missionary, The (1982)
3941	188	1	That Night in Varennes (Nuit de Varennes, La) (1982)
3942	459	1	One from the Heart (1982)
3943	454	1	Pandemonium (1982)
3944	890	1	Partners (1982)
3945	142	1	Permanent Vacation (1982)
3946	781	1	Pirate Movie, The (1982)
3947	371	1	Blind Chance (Przypadek) (1981)
3948	800	1	Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982)
3949	659	1	Q: The Winged Serpent (1982)
3950	504	1	Querelle (1982)
3951	195	1	Savannah Smiles (1982)
3952	994	1	Shoot the Moon (1982)
3953	515	1	Soldier, The (1982)
3954	665	1	Some Kind of Hero (1982)
3955	672	1	New York Ripper, The (Squartatore di New York, Lo) (1982)
3956	720	1	Tempest (1982)
3957	639	1	Tenebre (1982)
3958	693	1	Time Walker (a.k.a. Being From Another Planet) (1982)
3959	991	1	Trail of the Pink Panther (1982)
3960	897	1	Traviata, La (1982)
3961	424	1	To Begin Again (a.k.a. Starting Over) (Volver a Empezar) (1982)
3962	354	1	White Dog (1982)
3963	166	1	Final Option, The (Who Dares Wins) (1982)
3964	823	1	Yol (a.k.a. The Way) (1982)
3965	577	1	Yor, the Hunter from the Future (1983)
3966	461	1	Zapped! (1982)
3967	384	1	Deliver Us from Eva (2003)
3968	212	1	How to Lose a Guy in 10 Days (2003)
3969	5	1	Shanghai Knights (2003)
3970	653	1	Daredevil (2003)
3971	397	1	Jungle Book 2, The (2003)
3972	17	1	All the Real Girls (2003)
3973	305	1	Gerry (2002)
3974	724	1	He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002)
3975	396	1	Ordinary Sinner (2001)
3976	181	1	10 to Midnight (1983)
3977	565	1	Black Stallion, The (1979)
3978	735	1	Into the West (1992)
3979	482	1	Kinjite: Forbidden Subjects (1989)
3980	412	1	Messenger of Death (1988)
3981	235	1	Murphy's Law (1986)
3982	222	1	Patch of Blue, A (1965)
3983	59	1	Q & A (1990)
3984	557	1	Man Who Fell to Earth, The (1976)
3985	67	1	Dark Blue (2003)
3986	488	1	Gods and Generals (2003)
3987	872	1	Life of David Gale, The (2003)
3988	283	1	Old School (2003)
3989	464	1	Navigators, The (2001)
3990	965	1	Poolhall Junkies (2002)
3991	285	1	Till Human Voices Wake Us (2001)
3992	896	1	Stone Reader (2002)
3993	163	1	Cradle 2 the Grave (2003)
3994	591	1	Spider (2002)
3995	666	1	Late Marriage (Hatuna Meuheret) (2001)
3996	37	1	Seize the Day (1986)
3997	755	1	Teenagers from Outer Space (1959)
3998	803	1	Ten (2002)
3999	211	1	Bringing Down the House (2003)
4000	931	1	Tears of the Sun (2003)
4001	419	1	Irreversible (Irréversible) (2002)
4002	936	1	Laurel Canyon (2002)
4003	130	1	Nowhere in Africa (Nirgendwo in Afrika) (2001)
4004	15	1	Bend It Like Beckham (2002)
4005	243	1	Hunted, The (2003)
4006	837	1	Willard (2003)
4007	215	1	Gaudi Afternoon (2001)
4008	388	1	Prozac Nation (2001)
4009	837	1	Spun (2001)
4010	562	1	King of Kings (1961)
4011	295	1	Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)
4012	227	1	Loving You (1957)
4013	388	1	Born Free (1966)
4014	476	1	Born Yesterday (1993)
4015	415	1	Equus (1977)
4016	544	1	Europa Europa (Hitlerjunge Salomon) (1990)
4017	141	1	Fear Strikes Out (1957)
4018	161	1	Glenn Miller Story, The (1953)
4019	612	1	Journey to the Center of the Earth (1959)
4020	609	1	Ringu (Ring) (1998)
4021	586	1	Ringu 2 (Ring 2) (1999)
4022	233	1	Salaam Bombay! (1988)
4023	53	1	Women in Love (1969)
4024	65	1	Japon (a.k.a. Japan) (Japón) (2002)
4025	890	1	Boat Trip (2003)
4026	408	1	Dreamcatcher (2003)
4027	904	1	Piglet's Big Movie (2003)
4028	517	1	View from the Top (2003)
4029	616	1	Bible, The (a.k.a. Bible... In the Beginning, The) (1966)
4030	893	1	House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)
4031	473	1	Robe, The (1953)
4032	746	1	Wind (1992)
4033	408	1	Unknown Pleasures (Ren xiao yao) (2002)
4034	737	1	Basic (2003)
4035	254	1	Core, The (2003)
4036	56	1	Head of State (2003)
4037	689	1	What a Girl Wants (2003)
4038	241	1	Raising Victor Vargas (2002)
4039	676	1	Stevie (2002)
4040	371	1	Akira Kurosawa's Dreams (Dreams) (1990)
4041	153	1	In a Lonely Place (1950)
4042	702	1	Wake of the Red Witch (1948)
4043	313	1	Good Thief, The (2002)
4044	482	1	Man Apart, A (2003)
4045	903	1	Phone Booth (2002)
4046	362	1	Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
4047	697	1	DysFunktional Family (2003)
4048	323	1	Levity (2003)
4049	785	1	Anger Management (2003)
4050	601	1	Better Luck Tomorrow (2002)
4051	48	1	Ghosts of the Abyss (2003)
4052	51	1	House of 1000 Corpses (2003)
4053	708	1	Lilya 4-Ever (Lilja 4-ever) (2002)
4054	869	1	XX/XY (2002)
4055	942	1	Bulletproof Monk (2003)
4056	115	1	Chasing Papi (a.k.a. Papi Chulo) (2003)
4057	590	1	Mighty Wind, A (2003)
4058	88	1	Holes (2003)
4059	484	1	Malibu's Most Wanted (2003)
4060	839	1	Winged Migration (Peuple migrateur, Le) (2001)
4061	900	1	Straw Dogs (1971)
4062	574	1	Beginning of the End (1957)
4063	550	1	Andromeda Strain, The (1971)
4064	116	1	Brainscan (1994)
4065	98	1	Fahrenheit 451 (1966)
4066	120	1	I Am Trying to Break Your Heart (2002)
4067	839	1	Legal Eagles (1986)
4068	903	1	Memories of Me (1988)
4069	601	1	Other Side of Heaven, The (2001)
4070	706	1	Sibling Rivalry (1990)
4071	535	1	Undercover Blues (1993)
4072	35	1	Wiz, The (1978)
4073	293	1	Scenes from a Mall (1991)
4074	254	1	Confidence (2003)
4075	490	1	Identity (2003)
4076	681	1	It Runs in the Family (2003)
4077	342	1	City of Ghosts (2002)
4078	67	1	Decade Under the Influence, A (2003)
4079	628	1	Manic (2001)
4080	399	1	People I Know (2002)
4081	90	1	Spellbound (2002)
4082	411	1	Lizzie McGuire Movie, The (2003)
4083	539	1	X2: X-Men United (2003)
4084	388	1	Blue Car (2002)
4085	250	1	Dancer Upstairs, The (2002)
4086	697	1	Daddy Day Care (2003)
4087	153	1	Man on the Train (Homme du train, L') (2002)
4088	910	1	Only the Strong Survive - A Celebration of Soul (2002)
4089	23	1	Shape of Things, The (2003)
4090	890	1	Trip, The (2002)
4091	414	1	Chorus Line, A (1985)
4092	67	1	Absolute Beginners (1986)
4093	220	1	Breakin' (1984)
4094	658	1	Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
4095	745	1	Hysterical Blindness (2002)
4096	871	1	Lambada (1990)
4097	147	1	Roadie (1980)
4098	93	1	Carpetbaggers, The (1964)
4099	340	1	Girls, Les (1957)
4100	687	1	Gunfight at the O.K. Corral (1957)
4101	4	1	High Society (1956)
4102	227	1	Kiss Me Kate (1953)
4103	842	1	Matrix Reloaded, The (2003)
4104	179	1	Dracula: Pages from a Virgin's Diary (2001)
4105	212	1	Down with Love (2003)
4106	890	1	Friends and Family (2001)
4107	70	1	Spanish Apartment, The (L'auberge espagnole) (2002)
4108	657	1	Pokémon Heroes (2003)
4109	211	1	Bruce Almighty (2003)
4110	706	1	In-Laws, The (2003)
4111	120	1	Gigantic (A Tale of Two Johns) (2002)
4112	238	1	Respiro (2002)
4113	304	1	Finding Nemo (2003)
4114	14	1	Italian Job, The (2003)
4115	925	1	Wrong Turn (2003)
4116	91	1	Capturing the Friedmans (2003)
4117	139	1	Together (Han ni Zai Yiki) (2002)
4118	684	1	2 Fast 2 Furious (Fast and the Furious 2, The) (2003)
4119	143	1	Love the Hard Way (2001)
4120	740	1	Whale Rider (2002)
4121	142	1	Nevada Smith (1966)
4122	385	1	Once a Thief (Zong heng si hai) (1991)
4123	708	1	Silk Stockings (1957)
4124	304	1	Snowball Express (1972)
4125	54	1	Man Called Horse, A (1970)
4126	265	1	Big Jake (1971)
4127	664	1	Crazies, The (a.k.a. Code Name: Trixie) (1973)
4128	797	1	Dementia 13 (1963)
4129	831	1	Le Mans (1971)
4130	46	1	Swimmer, The (1968)
4131	781	1	Treasure Island (1950)
4132	460	1	Two Evil Eyes (1990)
4133	933	1	Car Wash (1976)
4134	43	1	Destry Rides Again (1939)
4135	517	1	Electric Horseman, The (1979)
4136	787	1	Night Passage (1957)
4137	133	1	Shenandoah (1965)
4138	372	1	Straight Talk (1992)
4139	988	1	Oscar (1991)
4140	637	1	Railway Children, The (1970)
4141	334	1	Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)
4142	286	1	Objective, Burma! (1945)
4143	466	1	This Boy's Life (1993)
4144	500	1	633 Squadron (1964)
4145	793	1	Attack! (1956)
4146	723	1	Barton Fink (1991)
4147	710	1	Battle of Britain (1969)
4148	835	1	Belle époque (1992)
4149	96	1	Big Trail, The (1930)
4150	64	1	Cloak and Dagger (1946)
4151	263	1	Comancheros, The (1961)
4152	836	1	Flight of the Phoenix, The (1965)
4153	130	1	Heaven Knows, Mr. Allison (1957)
4154	130	1	Hot Rock, The (1972)
4155	292	1	Long, Hot Summer, The (1958)
4156	6	1	Music Box (1989)
4157	710	1	Blue Max, The (1966)
4158	157	1	Desert Fox, The (1951)
4159	93	1	Trial, The (Procès, Le) (1962)
4160	391	1	Undefeated, The (1969)
4161	993	1	Divine Trash (1998)
4162	417	1	Good Burger (1997)
4163	560	1	Jubilee (1977)
4164	15	1	Mississippi Masala (1991)
4165	296	1	Quai des Orfèvres (Jenny Lamour) (1947)
4166	652	1	Stranger Among Us, A (1992)
4167	96	1	Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973)
4168	682	1	Eat a Bowl of Tea (1989)
4169	684	1	Opportunity Knocks (1990)
4170	830	1	Shattered (1991)
4171	428	1	Song of Bernadette, The (1943)
4172	450	1	Life and Times of Judge Roy Bean, The (1972)
4173	255	1	Thoroughly Modern Millie (1967)
4174	417	1	Dumb and Dumberer: When Harry Met Lloyd (2003)
4175	414	1	From Justin to Kelly (2003)
4176	206	1	Hollywood Homicide (2003)
4177	372	1	Rugrats Go Wild! (2003)
4178	308	1	Hard Word, The (2002)
4179	954	1	Heart of Me, The (2002)
4180	608	1	Jet Lag (Décalage horaire) (2002)
4181	312	1	Loco Love (Mi Casa, Su Casa) (2002)
4182	509	1	Tycoon (Oligarkh) (2002)
4183	212	1	Alex and Emma (2003)
4184	764	1	Experiment in Terror (1962)
4185	110	1	Is Paris Burning? (Paris brûle-t-il?) (1966)
4186	130	1	Murphy's War (1971)
4187	887	1	Orphans of the Storm (1921)
4188	314	1	Satanic Rites of Dracula, The (1974)
4189	351	1	28 Days Later (2002)
4190	797	1	Charlie's Angels: Full Throttle (2003)
